Id,Label,Latitude,Longitude
1069,FORT WEAVER RD + EWA FAMILY CENTER,21.353842,-158.02862
1070,FORT WEAVER RD + KARAYAN ST,21.349055,-158.027308
1071,FORT WEAVER RD + RENTON RD,21.347106,-158.026789
1072,FORT WEAVER RD + KOLOWAKA DR,21.341073,-158.025136
1073,FORT WEAVER RD + GEIGER RD,21.33469,-158.023428
1074,FORT WEAVER RD + KEAUNUI DR,21.328498,-158.020379
1075,FORT WEAVER RD + KEONEULA BL,21.322303,-158.016436
1076,FORT WEAVER RD + OPP KUHINA ST,21.318268,-158.01399
1077,KUHINA ST + FORT WEAVER RD,21.317924,-158.012569
1078,KUHINA ST + OPP PAILANI ST,21.318883,-158.011137
1079,KUHINA ST + 91-1037,21.320887,-158.009292
1080,KUHINA ST + OPP AHONA ST,21.322287,-158.008006
1081,HANAKAHI ST + HANALOA ST,21.323394,-158.006376
1082,HANAKAHI ST + KAUIKI ST,21.322508,-158.005299
1083,HANAKAHI ST + LAUPAPA ST,21.321441,-158.003984
1084,HANAKAHI ST + NORTH RD,21.320486,-158.002862
1085,NORTH RD + APOKE PL,21.318679,-158.004315
1086,NORTH RD + OPP KILAHA ST,21.316839,-158.006046
1087,NORTH RD + CAMPBELL HIGH SCHOOL,21.314464,-158.008247
1088,NORTH RD + FORT WEAVER RD,21.313452,-158.009203
1089,FORT WEAVER RD + OPP MONEHA PL,21.313687,-158.010976
1091,FORT WEAVER RD + OPP PAPIPI RD,21.315865,-158.012339
1092,FORT WEAVER RD + KUHINA ST,21.317825,-158.013632
1093,FORT WEAVER RD + OPP KAIMALIE ST,21.320577,-158.015288
1094,FORT WEAVER RD + HANAKAHI ST,21.322305,-158.016346
1095,FORT WEAVER RD + KEAUNUI DR,21.329278,-158.020514
1096,FORT WEAVER RD + IROQUOIS RD,21.33265,-158.022397
1097,FORT WEAVER RD + KOLOWAKA DR,21.342269,-158.025215
1098,FORT WEAVER RD + RENTON RD,21.348489,-158.026877
1099,FORT WEAVER RD + OPP EWA FAMILY CENTER,21.354684,-158.02855
1100,FORT WEAVER RD + AAWA DR,21.361097,-158.028752
1101,FORT WEAVER RD + LAULAUNUI ST,21.370468,-158.025884
1102,ALA MOANA BL + OPP ALA MOANA CENTER,21.289453,-157.843701
1105,KUPUNA LP + KUPUOHI ST,21.386712,-158.032793
1106,KUPUNA LP + HAMAU ST,21.390866,-158.024378
1107,KUPUNA LP + PALAI ST,21.394858,-158.025409
1108,KUPUNA LP + OPP KEHELA ST,21.395088,-158.027653
1109,KUPUNA LP + OPP MINOAKA PL,21.392918,-158.0302
1110,KUPUNA LP + KUPUOHI ST,21.389075,-158.03211
1111,SOUTH ST + HALEKAUWILA ST,21.302065,-157.859317
1116,PALI HWY + VINEYARD BL,21.313536,-157.855524
1117,PALI HWY + NUUANU PALI DR,21.342869,-157.832191
1118,PALI HWY + OPP KAMEHAMEHA HWY,21.374796,-157.780785
1119,KALANIANAOLE HWY + AULOA RD,21.376974,-157.762685
1120,KALANIANAOLE HWY + OPP CASTLE MEDICAL CENTER,21.379918,-157.756798
1121,KAILUA RD + KALANIANAOLE HWY,21.381823,-157.755043
1122,KAILUA RD + ULUOA ST,21.383602,-157.75341
1123,KAILUA RD + ULUMANU DR,21.386126,-157.75112
1124,KAILUA RD + 1005,21.389084,-157.74843
1125,KAILUA RD + HAMAKUA DR,21.393363,-157.744669
1126,KAILUA RD + OPP ONEAWA ST,21.394176,-157.743214
1127,KAILUA RD + HAHANI ST,21.393616,-157.740827
1128,KAILUA RD + AOLOA ST,21.392547,-157.737318
1129,WANAAO RD + AWAKEA RD,21.391814,-157.734549
1130,WANAAO RD + OPP POULI RD,21.391455,-157.732771
1131,WANAAO RD + AUWINALA ST,21.390471,-157.730805
1132,WANAAO RD + AUWINA ST,21.388693,-157.730136
1134,WANAAO RD + PALAWIKI ST,21.38455,-157.729831
1135,KEOLU DR + AKUMU ST,21.380773,-157.728972
1136,KEOLU DR + OPP HELE ST,21.377914,-157.728587
1137,KEOLU DR + OPP NANIALII ST,21.376244,-157.728987
1138,KEOLU DR + PUNANA LP,21.374531,-157.730105
1139,KEOLU DR + AKAHAI ST,21.373301,-157.731707
1140,KEOLU DR + AKAMAI ST,21.371656,-157.734358
1141,KEOLU DR + OPP KANAPUU DR,21.370654,-157.735766
1142,KEOLU DR + AKAKE PL,21.369454,-157.737461
1143,KALANIANAOLE HWY + OPP KANAPUU DR,21.362072,-157.736322
1144,KALANIANAOLE HWY + OPP OLOMANA GOLF COURSE,21.355712,-157.730819
1146,KALANIANAOLE HWY + FLAMINGO ST,21.349723,-157.727421
1148,KALANIANAOLE HWY + HUMUNIKI ST,21.348272,-157.724401
1149,KALANIANAOLE HWY + POALIMA ST,21.347943,-157.721962
1150,KALANIANAOLE HWY + MOOLE ST,21.347411,-157.718454
1151,KALANIANAOLE HWY + WAIMANALO INTERMEDIATE SCHOOL,21.346985,-157.715657
1152,KALANIANAOLE HWY + INOAOLE ST,21.346636,-157.713317
1153,KALANIANAOLE HWY + OPP TINKER RD,21.344859,-157.709804
1154,KALANIANAOLE HWY + OPP WAIMANALO BAY,21.342751,-157.707165
1155,KALANIANAOLE HWY + OPP ALOILOI ST,21.340377,-157.704342
1156,KALANIANAOLE HWY + HIHIMANU ST,21.338315,-157.702522
1158,KALANIANAOLE HWY + HILU ST,21.335839,-157.700301
1159,KALANIANAOLE HWY + OLUOLU ST,21.333319,-157.69801
1160,KALANIANAOLE + NAKINI,21.332115,-157.696899
1161,KALANIANAOLE HWY + OPP WAIMANALO BEACH PARK,21.331151,-157.695202
1164,HULI ST + OPP NALU ST,21.327424,-157.694078
1166,NAKINI ST + HULI ST (MAUKA),21.326848,-157.696464
1167,HULI ST + POLIALA ST,21.326538,-157.694607
1172,NALU ST + ALA KOA ST,21.327303,-157.689336
1173,KALANIANAOLE HWY + BELL ST,21.326653,-157.685238
1174,KALANIANAOLE HWY + OPP KAIONA BEACH,21.325382,-157.682425
1175,KALANIANAOLE HWY + OPP 41-525,21.32479,-157.681113
1176,KALANIANAOLE HWY + OPP 41-489,21.323843,-157.67902
1177,KALANIANAOLE HWY + OPP MAKAI PIER,21.318207,-157.669951
1178,KEALAHOU ST + KALANIANAOLE HWY,21.29099,-157.66537
1179,KEALAHOU ST + MAKAAOA ST,21.292095,-157.666616
1180,KEALAHOU ST + OPP KUANALU PL,21.291712,-157.669469
1181,KEALAHOU ST + OPP HOLOKAI PL,21.292018,-157.672003
1182,KEALAHOU ST + KALOHELANI PL,21.29378,-157.673018
1183,KEALAHOU ST + MOKUHANO ST,21.297999,-157.673175
1184,MOKUHANO ST + KAHULUI ST,21.297983,-157.675278
1185,MOKUHANO ST + OPP KEKAA ST,21.296577,-157.676659
1186,HAWAII KAI DR + MAUNANANI DR,21.29384,-157.680595
1187,HAWAII KAI DR + OPP AHUKINI ST,21.29355,-157.684987
1188,HAWAII KAI DR + OPP KALALEA ST,21.294696,-157.686727
1189,LUNALILO HOME RD + HAWAII KAI DR,21.296064,-157.689109
1190,LUNALILO HOME RD + 780,21.294834,-157.690516
1191,LUNALILO HOME RD + OPP KALANIPUU ST,21.293793,-157.691771
1192,LUNALILO HOME RD + KOAMANO ST,21.292516,-157.692962
1193,LUNALILO HOME RD + OPP AHUKINI ST,21.291471,-157.694088
1194,LUNALILO HOME RD + KALANIPUU ST,21.290394,-157.695141
1195,LUNALILO HOME RD + WAILUA ST,21.288045,-157.696686
1196,LUNALILO HOME RD + OPP KAPAIA ST,21.286821,-157.697352
1197,LUNALILO HOME RD + OPP KALAKUA ST,21.28395,-157.699144
1198,LUNALILO HOME RD + OPP KAUMAKANI ST,21.283197,-157.699772
1199,LUNALILO HOME RD + KAUMAKANI ST,21.281803,-157.700766
1200,LUNALILO HOME RD + OPP ANAPALAU ST,21.279579,-157.702356
1201,LUNALILO HOME RD + OPP KAUMAKANI,21.277881,-157.703472
1202,LUNALILO HOME RD + KALANIANAOLE HWY,21.27637,-157.704615
1203,LUNALILO HOME RD + KALANIANAOLE HWY,21.276537,-157.704293
1204,LUNALILO HOME RD + KAUMAKANI ST,21.27784,-157.703406
1206,LUNALILO HOME RD + ANAPALAU ST,21.279534,-157.70213
1208,LUNALILO HOME RD + KAUMAKANI ST,21.282543,-157.700025
1209,LUNALILO HOME RD + KALAKUA ST,21.28403,-157.698993
1210,LUNALILO HOME RD + KAISER HIGH SCHOOL,21.285977,-157.697703
1211,LUNALILO HOME RD + KAPAIA ST,21.287059,-157.69714
1213,LUNALILO HOME RD + OPP KALANIPUU ST,21.290387,-157.695053
1214,LUNALILO HOME RD + AHUKINI ST,21.291722,-157.693693
1216,LUNALILO HOME RD + KALANIPUU ST,21.294382,-157.690947
1217,LUNALILO HOME RD + HAWAII KAI DR,21.29593,-157.689115
1218,KALANIANAOLE HWY + MAKAI PIER,21.318712,-157.670394
1219,KALANIANAOLE HWY + 41-495,21.324082,-157.679298
1220,KALANIANAOLE HWY + 41-525,21.32488,-157.681063
1221,KALANIANAOLE HWY + KAIONA BEACH PARK,21.325611,-157.682679
1222,KALANIANAOLE HWY + OPP BELL ST,21.326685,-157.685058
1223,NALU ST + ALA KOA ST,21.327498,-157.689305
1229,HULI ST + NAKINI ST,21.32656,-157.695854
1231,HULI ST + OPP KAAIAI ST,21.327517,-157.693956
1237,KALANIANAOLE HWY + WAILEA ST,21.332792,-157.697415
1238,KALANIANAOLE HWY + HILU ST,21.336185,-157.700446
1240,KALANIANAOLE HWY + HIHIMANU ST,21.338431,-157.702475
1241,KALANIANAOLE HWY + ALOILOI ST,21.339954,-157.703805
1242,KALANIANAOLE HWY + WAIMANALO BAY STATE RECREATION,21.343321,-157.707705
1243,KALANIANAOLE HWY + TINKER RD,21.345233,-157.710103
1244,KALANIANAOLE HWY + OPP INOAOLE ST,21.346752,-157.713406
1245,KALANIANAOLE HWY + OPP WAIMANALO INTER SCHOOL,21.34705,-157.715418
1246,KALANIANAOLE HWY + MOOLE ST,21.347473,-157.71817
1247,KALANIANAOLE HWY + OPP POALIMA ST,21.34799,-157.721577
1248,KALANIANAOLE HWY + SADDLE CITY RD,21.348407,-157.724432
1250,KALANIANAOLE HWY + OPP FLAMINGO ST,21.350143,-157.727836
1252,KALANIANAOLE HWY + OLOMANA GOLF LINK,21.355117,-157.729942
1253,KALANIANAOLE HWY + KANAPUU DR,21.363152,-157.736722
1254,KEOLU DR + OPP AKAKE PL,21.368759,-157.738461
1255,KEOLU DR + KANAPUU DR,21.370613,-157.735641
1256,KEOLU DR + AKALANI LP,21.373262,-157.731621
1257,KEOLU DR + OPP PUNANA LP,21.374396,-157.730127
1258,KEOLU DR + NANIALII ST,21.376277,-157.728887
1259,KEOLU DR + HELE ST,21.378042,-157.728496
1261,KEOLU DR + IANA ST,21.381354,-157.72903
1262,WANAAO RD + KEOLU DR,21.383871,-157.730016
1264,WANAAO RD + OPP AUWINA ST,21.38889,-157.730083
1265,WANAAO RD + OPP AUWINALA ST,21.390394,-157.730701
1266,WANAAO RD + POULI ST,21.391536,-157.732799
1267,WANAAO RD + KAILUA RD,21.39192,-157.734697
1268,KAILUA RD + OPP AOLOA ST,21.3925,-157.736898
1269,KAILUA RD + KAILUA RECREATION CENTER,21.393016,-157.738511
1270,KAILUA RD + OPP HAHANI ST,21.39368,-157.740783
1271,KAILUA RD + ONEAWA ST,21.394227,-157.743918
1272,KAILUA RD + KAINEHE ST,21.392973,-157.745754
1273,KAILUA RD + HANALE PL,21.388563,-157.749204
1274,KAILUA RD + OPP ULUMANU DR,21.386128,-157.751425
1275,KAILUA RD + OPP ULUOA ST,21.383037,-157.754238
1276,KALANIANAOLE HWY + CASTLE MEDICAL CENTER,21.380733,-157.756339
1277,KALANIANAOLE HWY + OPP AULOA RD,21.377099,-157.763716
1278,KALANIANAOLE HWY + KAMEHAMEHA HWY,21.375261,-157.780654
1279,PALI HWY + VINEYARD BL,21.313444,-157.856025
1280,BISHOP ST + QUEEN ST,21.307569,-157.862935
1281,ALOHA TOWER,21.305636,-157.86413
1282,ALA MOANA BL + OPP PUNCHBOWL ST,21.302165,-157.863378
1283,HAHANI ST + HEKILI ST,21.392147,-157.740874
1284,HAMAKUA DR + OPP AOLOA ST,21.390121,-157.740338
1286,KEOLU DR + AKIOHALA ST,21.382328,-157.740638
1287,KEOLU DR + KAELEPULU ELEMENTARY SCHOOL,21.381069,-157.741161
1288,KEOLU DR + AKIPOHE ST,21.377744,-157.74064
1290,KEOLU DR + AKIAHALA ST,21.374632,-157.739919
1291,KEOLU DR + AKANAHE PL,21.371613,-157.738598
1293,HELE ST + MOWAI ST,21.376323,-157.725261
1294,HELE ST + LEKEONA ST,21.374847,-157.724089
1295,HELE ST + MAPUANA ST,21.373192,-157.722356
1296,HELE ST + HUMUULA ST,21.370374,-157.721582
1297,KUPAU ST + HELE ST,21.369311,-157.720754
1298,KUPAU ST + KUPAU PL,21.372517,-157.720912
1299,KUPAU ST + APOKULA ST,21.373567,-157.721521
1300,KUPAU ST + KINA ST,21.376692,-157.723232
1301,KINA ST + HELE ST,21.376103,-157.724593
1302,HELE ST + KEOLU DR,21.37812,-157.727776
1308,HAMAKUA DR + HAHANI ST,21.390427,-157.740544
1309,HAHANI ST + HEKILI ST,21.392061,-157.740833
1310,KALANIANAOLE HWY + HULI ST,21.329788,-157.692176
1311,KALANIANAOLE HWY + 41-702,21.328887,-157.690197
1313,KONA ST + PIIKOI ST,21.29331,-157.845661
1314,FARRINGTON HWY + OLD FORT WEAVER RD,21.374428,-158.031554
1315,KUPUNA LP + KUPUOHI ST,21.387264,-158.027309
1316,PAIWA ST + KAHUAMOKU ST,21.387253,-157.998551
1317,KAHUANUI ST + KAHUANANI ST,21.388776,-157.999256
1318,KAHUANUI ST + OPP KAHUAHALE ST,21.389992,-157.997839
1319,KAHUANUI ST + OPP KAHUAPILI ST,21.39234,-157.995066
1320,KAHUANUI ST + WAIPAHU ST,21.394325,-157.994325
1321,WAIPAHU ST + OPP KAHUANUI ST,21.394513,-157.995094
1322,WAIPAHU ST + KAHUALEI PL,21.394393,-157.996733
1323,WAIPAHU ST + HIANAKIU ST,21.394208,-157.998596
1324,WAIPAHU ST + OPP PEKE LN,21.39306,-158.000807
1325,MAHOE ST + WAIPAHU ST,21.392437,-158.003077
1326,MAHOE ST + HIAPO ST,21.394966,-158.003453
1327,PAIWA ST + HIAPO ST,21.393319,-158.008023
1328,PAIWA ST + OPP AKIHILOA ST,21.391775,-158.007135
1329,MAHOE ST + HAPANUI PL,21.392567,-158.003182
1332,MOKUOLA ST + OPP KAUOLU PL,21.386041,-158.003857
1333,WAIPAHU ST + OPP WAIPAHU CULTURAL GARDEN PARK,21.386296,-158.011412
1334,WAIPAHU ST + AWAMOI ST,21.387181,-158.013217
1335,WAIPAHU ST + AMOKII ST,21.385985,-158.014951
1336,WAIPAHU ST + WAIKELE RD,21.385281,-158.016785
1337,WAIPAHU ST + HONOWAI ST,21.384682,-158.018146
1338,WAIPAHU ST + OPP PUPUKAHI ST,21.383877,-158.019811
1339,WAIPAHU ST + OPP LEOWAHINE ST,21.383223,-158.021118
1340,HOAEAE ST + HAAA ST,21.383098,-158.022529
1341,HONOWAI ST + HOAEAE ST,21.384882,-158.024095
1342,HONOWAI ST + OPP HONOWAI ELEMENTARY SCHOOL,21.384587,-158.025683
1343,HONOWAI ST + HENE ST,21.382477,-158.028256
1344,WAIPAHU ST + OPP HENE ST,21.380265,-158.026445
1345,LEOLUA ST + LEOKU ST,21.379419,-158.025009
1347,HENE ST + HONOWAI ST,21.382126,-158.028115
1348,HONOWAI ST + HONOWAI ELEMENTARY SCHOOL,21.384473,-158.025999
1349,HONOWAI ST + HOAEAE ST,21.384847,-158.024024
1350,WAIPAHU ST + LEOWAHINE ST,21.383111,-158.021175
1351,WAIPAHU ST + PUPUKAHI ST,21.383647,-158.020102
1352,WAIPAHU ST + WAIKELE RD,21.384963,-158.017371
1353,WAIPAHU ST + OPP AMOKII ST,21.385887,-158.014989
1354,WAIPAHU ST + OPP AWAMOI ST,21.387132,-158.013133
1355,WAIPAHU ST + WAIPAHU CULTURAL GARDEN PARK,21.386238,-158.011357
1356,WAIPAHU ST + WAIPAHU DEPOT RD,21.385572,-158.007626
1357,WAIPAHU ST + PUAMANO PL,21.386284,-158.006446
1358,MOKUOLA ST + KAUOLU PL,21.385961,-158.00364
1359,WAIPAHU ST + MOKUOLA ST,21.38804,-158.005144
1360,PAIWA ST + WAIPAHU ST,21.389886,-158.005106
1361,PAIWA ST + HAPAPA ST,21.391482,-158.006879
1362,PAIWA ST + HIAPO ST,21.393377,-158.007966
1363,HIAPO ST + MAHOE ST,21.395533,-158.003921
1364,WAIPAHU ST + PEKE LN,21.393133,-158.000396
1365,WAIPAHU ST + OPP HIANAKIU ST,21.393845,-157.999016
1366,WAIPAHU ST + OPP KAHUALEI PL,21.394336,-157.996598
1367,WAIPAHU ST + KAHUANUI ST,21.394448,-157.995146
1368,KAHUANUI ST + WAIPAHU ST,21.394373,-157.994395
1369,KAHUANUI ST + KAHUAPILI ST,21.392535,-157.994917
1370,KAHUANUI ST + OPP KAHUALII ST,21.391369,-157.996283
1371,KAHUANUI ST + KAHUAHALE ST,21.390189,-157.997707
1372,KAHUANUI ST + PAIWA ST,21.388812,-157.999308
1373,PAIWA ST + KAHUAMOKU ST,21.387317,-157.99872
1375,PENSACOLA ST + OPP ELM ST,21.299253,-157.846373
1376,PENSACOLA ST + OPP HOOLAI ST,21.297773,-157.846974
1377,FARRINGTON HWY + MOKUOLA ST FARSIDE,21.384264,-158.003706
1378,FARRINGTON HWY + WAIPAHU DEPOT RD,21.383915,-158.005465
1383,WAIPAHU ST + WAIPAHU DEPOT RD,21.385735,-158.00736
1384,LEOKU ST + OPP LEOLUA ST,21.379132,-158.024019
1385,LUMIAINA ST + PAIWA ST,21.40083,-158.008759
1386,LUMIAINA ST + WAIKELE CENTER,21.400343,-158.006755
1387,LUMIAINA ST + OPP LUMIAINA PL,21.399971,-158.005125
1388,LUMIAINA ST + PULELO ST,21.401291,-158.001841
1389,LUMIAINA ST + LUMIAUAU ST,21.404588,-157.998526
1390,KAMEHAMEHA HWY + LUMIAINA ST,21.405295,-157.996389
1391,LUMIAUAU ST + OPP AOKU ST,21.402022,-157.995038
1392,LUMIAUAU ST + OPP ALAU ST,21.402795,-157.997568
1393,LUMIAINA ST + OPP LUMIAUAU ST,21.404611,-157.99885
1394,LUMIAINA ST + PULELO ST,21.401067,-158.002482
1395,LUMIAINA ST + LUMIAINA PL,21.400309,-158.005826
1396,LUMIAINA ST + WAIKELE CENTER,21.400767,-158.00781
1397,PAIWA ST + WAIPAHU ST,21.389843,-158.005314
1405,S KING ST + ALAKEA ST,21.307459,-157.860753
1408,RIVER ST + N HOTEL ST,21.313672,-157.863296
1411,SCHOOL ST + KAMEHAMEHA IV RD,21.340834,-157.874427
1413,KINAU ST + ALAPAI ST,21.305443,-157.851137
1414,E MANOA RD + OPP HUAPALA ST,21.309377,-157.811001
1419,KAMEHAMEHA HWY + H-1 FWY,21.390701,-157.96244
1420,KAMEHAMEHA HWY + WAIAU POWER PLANT,21.389331,-157.959448
1421,E MANOA RD + OPP KAONAWAI PL,21.309836,-157.810198
1422,ONEAWA ST + KUULEI RD,21.395203,-157.743954
1423,ONEAWA ST + KAWAINUI ST,21.397227,-157.746176
1424,ONEAWA ST + KEANIANI ST,21.398752,-157.747085
1425,ONEAWA ST + OPP KUAAINA WAY,21.400829,-157.748308
1426,ONEAWA ST + OPP HOOULU ST,21.402494,-157.749233
1427,ONEAWA ST + OPP PUNAA ST,21.403747,-157.749933
1428,ONEAWA ST + OPP KALOLINA ST,21.405273,-157.750802
1429,ONEAWA ST + KALAMA ST,21.4065,-157.751497
1430,ONEAWA ST + KAHA ST,21.407995,-157.752524
1431,MOKAPU BL + ONEAWA ST,21.410081,-157.754478
1432,MOKAPU BL + OPP ILIKUPONO ST,21.413276,-157.752
1433,MOKAPU BL + ILIKALA PL,21.414962,-157.751152
1434,MOKAPU BL + OPP ILILANI ST,21.416625,-157.750408
1435,MOKAPU BL + ILIMALIA LP,21.419065,-157.749312
1436,MOKAPU BL + KALAHEO AVE,21.42008,-157.748843
1437,KANEOHE BAY DR + MOKAPU BL,21.4221,-157.748511
1438,KANEOHE BAY DR + ILIHAU ST,21.423887,-157.750193
1439,KANEOHE BAY DR + OPP HALIA ST,21.425996,-157.752632
1440,KANEOHE BAY DR + OPP KUAU ST,21.426797,-157.75362
1441,KANEOHE BAY DR + OPP LALE ST,21.427459,-157.754733
1442,KANEOHE BAY DR + OPP MOLO ST,21.427795,-157.756547
1443,KANEOHE BAY DR + PAKU PL,21.427104,-157.761734
1444,KANEOHE BAY DR + AINA MOI PL,21.424636,-157.763401
1445,KANEOHE BAY DR + 44-381,21.423092,-157.76346
1446,KANEOHE BAY DR + 44-413,21.420971,-157.76361
1447,KANEOHE BAY DR + AUMOANA PL,21.418735,-157.764487
1448,KANEOHE BAY DR + KANEOHE YACHT CLUB,21.416915,-157.764625
1449,KANEOHE BAY DR + OPP HAKO ST,21.415591,-157.765173
1450,KANEOHE BAY DR + NOHOKAI PL,21.414344,-157.767435
1451,KANEOHE BAY DR + 44-621,21.414024,-157.770288
1452,KANEOHE BAY DR + KAIMALU PL,21.411064,-157.771228
1453,KANEOHE BAY DR + MIKIOLA DR,21.411191,-157.774051
1454,KANEOHE BAY DR + LIKEKE PL,21.410857,-157.777164
1455,KANEOHE BAY DR + KOKOKAHI YWCA,21.410223,-157.77868
1456,KANEOHE BAY DR + OPP MIHA ST,21.408742,-157.780403
1457,KANEOHE BAY DR + OPP MOAKAKA PL,21.407416,-157.78148
1458,KANEOHE BAY DR + OPP NAMOKU ST,21.406077,-157.784032
1459,KANEOHE BAY DR + OPP MOKULELE DR,21.405892,-157.787627
1460,MOKULELE DR + KANEOHE BAY DR,21.405414,-157.788992
1461,MOKULELE DR + PUAAE RD,21.403289,-157.788936
1462,MOKULELE DR + PAHIKAUA ST,21.401857,-157.78863
1463,MIKIHILINA ST + LEHUUILA ST,21.40121,-157.786391
1464,MIKIHILINA ST + NAMOKU ST,21.401074,-157.784997
1465,NAMOKU ST + LUPO ST,21.399201,-157.78506
1466,NAMOKU ST + LEHUUILA ST,21.39779,-157.786975
1467,NAMOKU ST + MOKULELE DR,21.398099,-157.788303
1468,NAMOKU ST + NAKULUAI ST,21.399334,-157.790326
1469,MEALELE ST + NAMOKU ST,21.400176,-157.791571
1471,MEALELE ST + KOA KAHIKO ST,21.399035,-157.793609
1472,KOA KAHIKO ST + MEAKAUA ST,21.400897,-157.795858
1473,KOA KAHIKO ST + KAMEHAMEHA HWY,21.400269,-157.798107
1474,KAMEHAMEHA HWY + KOA KAHIKO ST,21.400558,-157.799065
1475,KAMEHAMEHA HWY + KANEOHE BAY DR,21.401878,-157.799539
1476,KANEOHE BAY DR + AUMOKU ST,21.403397,-157.797253
1477,PUOHALA ST + MAKALANI ST,21.407127,-157.795089
1478,PUA INIA ST + LANIPOLA PL,21.409129,-157.795733
1479,PUA INIA ST + PUA ALOWALO ST,21.409229,-157.797248
1480,PUA INIA ST + KAMEHAMEHA HWY,21.409333,-157.798832
1481,KAMEHAMEHA HWY + WAIKALUA RD,21.412445,-157.799572
1487,KEAAHALA RD + OPP POOKELA ST,21.409252,-157.810507
1488,KEAAHALA RD + WINDWARD COMMUNITY COLLEGE,21.408653,-157.811369
1489,KEAAHALA RD + POOKELA ST,21.40917,-157.810518
1490,KEAAHALA RD + KANEOHE DISTRICT PARK,21.410086,-157.809069
1491,KAHEKILI HWY + KEAAHALA RD,21.411158,-157.808438
1492,KAHUHIPA ST + KAHEKILI HWY,21.413621,-157.809567
1493,KAHUHIPA ST + OPP 46-255,21.414671,-157.807902
1494,KAHUHIPA ST + OPP ALALOA ST,21.415763,-157.806179
1495,KAHUHIPA ST + OPP MALINA PL,21.417147,-157.804048
1497,KAMEHAMEHA HWY + PAHIA RD,21.417031,-157.801563
1498,KAMEHAMEHA HWY + KEAAHALA RD,21.415676,-157.801019
1499,KAMEHAMEHA HWY + PALEKA RD,21.414264,-157.800444
1500,PUA INIA ST + KAMEHAMEHA HWY,21.409234,-157.798228
1501,PUA INIA ST + PUOHALA ST,21.409054,-157.795354
1502,PUOHALA ST + MAKALANI ST,21.407431,-157.795296
1503,PUOHALA ST + KANEOHE BAY DR,21.405525,-157.79422
1504,KANEOHE BAY DR + PUOHALA ST,21.404662,-157.79539
1505,AUMOKU ST + KANEOHE BAY DR,21.402663,-157.797459
1506,KOA KAHIKO ST + OPP NAMOKU ST,21.400627,-157.795668
1507,KOA KAHIKO ST + OPP MEALELE ST,21.398997,-157.794019
1509,MEALELE ST + NAMOKU ST,21.400106,-157.791569
1510,NAMOKU ST + NAKULUAI ST,21.399007,-157.789936
1511,NAMOKU ST + MOKULELE DR,21.39815,-157.788524
1512,NAMOKU ST + LIPALU ST,21.397739,-157.786648
1513,NAMOKU ST + OPP LUPO ST,21.398933,-157.785015
1514,NAMOKU ST + OPP MIKIHILINA ST,21.400912,-157.784895
1515,MIKIHILINA ST + LEHUUILA ST,21.40127,-157.786334
1516,MOKULELE DR + MIKIHILINA,21.401642,-157.788493
1517,MOKULELE DR + OPP PUAAE RD,21.402691,-157.788799
1518,MOKULELE DR + KANEOHE BAY DR,21.405589,-157.788928
1519,KANEOHE BAY DR + KEANA RD,21.405812,-157.787401
1520,KANEOHE BAY DR + NAMOKU ST,21.406003,-157.783472
1521,KANEOHE BAY DR + MOAKAKA PL,21.406658,-157.781888
1522,KANEOHE BAY DR + MIHA ST,21.408887,-157.780096
1523,KANEOHE BAY DR + OPP KOKOKAHI YWCA,21.409889,-157.778935
1524,KANEOHE BAY DR + KOKOKAHI PL,21.410785,-157.777023
1525,KANEOHE BAY DR + MIKIOLA DR,21.410956,-157.774131
1526,KANEOHE BAY DR + IKEANANI DR,21.411327,-157.771037
1527,KANEOHE BAY DR + PUUOHALAI PL,21.414178,-157.76783
1528,KANEOHE BAY DR + HAKO ST,21.415562,-157.765097
1529,KANEOHE BAY DR + OPP KANEOHE YACHT CLUB,21.416724,-157.764578
1530,KANEOHE BAY DR + LAHA ST,21.419071,-157.764323
1531,KANEOHE BAY DR + 44-420,21.420676,-157.763647
1532,KANEOHE BAY DR + OPP AINA MOI PL,21.423752,-157.763363
1533,KANEOHE BAY DR + OPP PAKU PL,21.427217,-157.76105
1534,KANEOHE BAY DR + MOLO ST,21.427769,-157.75775
1535,KANEOHE BAY DR + LALE ST,21.427436,-157.754883
1536,KANEOHE BAY DR + KUAU ST,21.426594,-157.753485
1537,KANEOHE BAY DR + HALIA ST,21.425778,-157.752487
1538,KANEOHE BAY DR + ILIHAU ST,21.42392,-157.75034
1539,KANEOHE BAY DR + MOKAPU BL,21.422126,-157.748618
1540,MOKAPU BL + KANEOHE BAY DR,21.420832,-157.748602
1541,MOKAPU BL + ILIWAHI LP,21.419665,-157.749299
1542,MOKAPU BL + ILILANI ST,21.416338,-157.750785
1543,MOKAPU BL + OPP ILIKALA PL,21.41444,-157.751637
1544,MOKAPU BL + ILIKUPONO ST,21.413166,-157.75237
1545,MOKAPU BL + 1229,21.411643,-157.753567
1546,MOKAPU BL + ILIPILO ST,21.41062,-157.754375
1547,ONEAWA ST + KAHA ST,21.407944,-157.752607
1548,ONEAWA ST + ONEAWA PL,21.406321,-157.751504
1549,ONEAWA ST + KALOLINA ST,21.405277,-157.750911
1550,ONEAWA ST + OLOMANA ST,21.403933,-157.750149
1551,ONEAWA ST + HOOULU ST,21.402584,-157.74939
1552,ONEAWA ST + KUAAINA WAY,21.400915,-157.748459
1553,ONEAWA ST + AUWAI ST,21.400113,-157.747997
